Year,Month,City_Region,Province,NewHousePrice_Index_Type,UOM,VALUE,STATUS,DECIMALS
2013,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",97.6,,1
2013,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",97.9,,1
2013,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",98,,1
2013,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",97.9,,1
2013,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.1,,1
2013,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.1,,1
2013,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.1,,1
2013,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.2,,1
2013,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.2,,1
2014,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.3,,1
2014,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.3,,1
2014,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.3,,1
2014,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.4,,1
2014,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.5,,1
2014,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.3,,1
2014,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.4,,1
2014,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.4,,1
2014,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.2,,1
2014,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.2,,1
2014,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.2,,1
2014,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.1,,1
2015,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.2,,1
2015,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.5,,1
2015,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.5,,1
2015,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.4,,1
2015,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.3,,1
2015,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.3,,1
2015,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.5,,1
2015,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.6,,1
2015,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.8,,1
2015,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",98.8,,1
2015,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",99.3,,1
2015,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",99.2,,1
2016,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",99.2,,1
2016,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",99.4,,1
2016,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",99.4,,1
2016,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",99.5,,1
2016,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",99.5,,1
2016,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",99.5,,1
2016,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",99.5,,1
2016,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",99.5,,1
2016,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",100,,1
2016,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",100,,1
2016,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",99.9,,1
2016,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",100,,1
2017,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",100.2,,1
2017,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",100.4,,1
2017,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",100.4,,1
2017,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",100.5,,1
2017,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",100.6,,1
2017,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",100.6,,1
2017,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",100.9,,1
2017,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",100.9,,1
2017,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",101.1,,1
2017,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",101.3,,1
2017,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",101.3,,1
2017,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",101.3,,1
2018,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",101.8,,1
2018,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",102.4,,1
2018,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",102.4,,1
2018,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",102.4,,1
2018,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",102.5,,1
2018,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",103.5,,1
2018,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",103.6,,1
2018,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",104,,1
2018,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",104.1,,1
2018,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",104.3,,1
2018,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",104.7,,1
2018,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",104.7,,1
2019,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",104.8,,1
2019,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",104.9,,1
2019,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",104.9,,1
2019,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",105,,1
2019,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",105.3,,1
2019,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",105.6,,1
2019,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",107.3,,1
2019,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",108.5,,1
2019,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",109.2,,1
2019,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",110.1,,1
2019,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",111.3,,1
2019,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",111.6,,1
2020,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",111.9,,1
2020,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",112.8,,1
2020,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",113.6,,1
2020,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",113.8,,1
2020,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",113.8,,1
2020,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",114.2,,1
2020,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",114.8,,1
2020,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",115.5,,1
2020,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",116.5,,1
2020,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",119.7,,1
2020,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",121.3,,1
2020,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",122,,1
2021,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",122.1,,1
2021,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",123,,1
2021,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",124.7,,1
2021,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",133.9,,1
2021,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",135.8,,1
2021,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",136.9,,1
2021,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",137.8,,1
2021,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",139.6,,1
2021,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",142,,1
2021,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",142.3,,1
2021,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",143.8,,1
2021,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",144.4,,1
2022,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",144.4,,1
2022,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",146.3,,1
2022,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",151,,1
2022,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",150.4,,1
2022,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",151.9,,1
2022,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",151.7,,1
2022,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",151.5,,1
2022,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",151.5,,1
2022,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",151.4,,1
2022,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",152,,1
2022,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",151.3,,1
2022,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",151.7,,1
2023,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",151.7,,1
2023,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",151.7,,1
2023,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",151.7,,1
2023,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",152.5,,1
2023,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",152.5,,1
