Year,Month,City_Region,Province,NewHousePrice_Index_Type,UOM,VALUE,STATUS,DECIMALS
1997,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",81.7,,1
1997,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",81.9,,1
1997,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",81.9,,1
1997,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",81.4,,1
1997,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",80.9,,1
1997,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",80.5,,1
1997,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",80.2,,1
1997,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",79.4,,1
1997,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",79.1,,1
1997,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",79.2,,1
1998,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",78.5,,1
1998,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",78.4,,1
1998,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",78.1,,1
1998,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",77.2,,1
1998,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",77.2,,1
1998,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",76.9,,1
1998,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",76.8,,1
1998,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",76.5,,1
1998,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",75.8,,1
1998,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",75.4,,1
1998,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",75.2,,1
1998,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",75,,1
1999,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",74.3,,1
1999,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",74.1,,1
1999,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",74,,1
1999,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",74,,1
1999,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.7,,1
1999,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.6,,1
1999,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.7,,1
1999,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.6,,1
1999,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.3,,1
1999,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.2,,1
1999,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.2,,1
1999,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.4,,1
2000,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.2,,1
2000,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.4,,1
2000,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73,,1
2000,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.1,,1
2000,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73,,1
2000,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.9,,1
2000,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.9,,1
2000,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.9,,1
2000,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.9,,1
2000,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.9,,1
2000,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.9,,1
2000,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.6,,1
2001,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.7,,1
2001,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.8,,1
2001,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.9,,1
2001,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.9,,1
2001,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.1,,1
2001,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.2,,1
2001,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.6,,1
2001,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.7,,1
2001,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",74,,1
2001,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",74.3,,1
2001,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",74.5,,1
2001,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",74.4,,1
2002,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",74.6,,1
2002,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",74.8,,1
2002,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",75,,1
2002,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",75.3,,1
2002,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",75.3,,1
2002,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",75.3,,1
2002,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",75.3,,1
2002,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",75.3,,1
2002,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",75.5,,1
2002,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",75.8,,1
2002,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",75.9,,1
2002,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",75.9,,1
2003,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",76.2,,1
2003,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",76.8,,1
2003,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",77.1,,1
2003,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",77.3,,1
2003,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",78,,1
2003,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",78,,1
2003,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",78.1,,1
2003,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",78,,1
2003,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",78.1,,1
2003,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",78.5,,1
2003,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",78.8,,1
2003,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",78.9,,1
2004,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",80.1,,1
2004,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",80.2,,1
2004,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",80.6,,1
2004,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",80.9,,1
2004,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",81.6,,1
2004,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",81.7,,1
2004,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",81.8,,1
2004,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",82.3,,1
2004,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",82.4,,1
2004,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",82.4,,1
2004,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",82.8,,1
2004,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",83,,1
2005,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",83,,1
2005,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",83.1,,1
2005,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",83.1,,1
2005,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",84.4,,1
2005,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",85.6,,1
2005,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",85.6,,1
2005,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",86,,1
2005,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",86,,1
2005,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",86.3,,1
2005,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",86.3,,1
2005,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",86.5,,1
2005,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",86.8,,1
2006,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",87.8,,1
2006,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",88.5,,1
2006,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",88.8,,1
2006,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",89.6,,1
2006,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",89.9,,1
2006,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",90.1,,1
2006,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",90.5,,1
2006,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",92.8,,1
2006,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.3,,1
2006,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.8,,1
2006,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.9,,1
2006,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.9,,1
2007,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.9,,1
2007,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.9,,1
2007,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.9,,1
2007,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.6,,1
2007,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",97.8,,1
2007,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",98.7,,1
2007,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",98.9,,1
2007,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",99,,1
2007,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",99,,1
2007,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",99.6,,1
2007,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",99.8,,1
2007,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",99.8,,1
2008,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",99.9,,1
2008,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",100,,1
2008,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",100.7,,1
2008,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",100.8,,1
2008,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",100.5,,1
2008,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",100.4,,1
2008,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",100.5,,1
2008,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",100.4,,1
2008,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",100.3,,1
2008,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",99.2,,1
2008,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",97.5,,1
2008,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",97.5,,1
2009,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.7,,1
2009,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94,,1
2009,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",92.9,,1
2009,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",91.7,,1
2009,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",92.1,,1
2009,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",91.3,,1
2009,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",92.4,,1
2009,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",92.5,,1
2009,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.8,,1
2009,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.5,,1
2009,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.8,,1
2009,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.4,,1
2010,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.8,,1
2010,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.3,,1
2010,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.9,,1
2010,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",97.2,,1
2010,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",97.5,,1
2010,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",97.4,,1
2010,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.5,,1
2010,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.6,,1
2010,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.2,,1
2010,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.3,,1
2010,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.1,,1
2010,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96,,1
2011,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96,,1
2011,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.1,,1
2011,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.3,,1
2011,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.5,,1
2011,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.7,,1
2011,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.6,,1
2011,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.6,,1
2011,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.3,,1
2011,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.3,,1
2011,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.2,,1
2011,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.9,,1
2011,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.7,,1
2012,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96,,1
2012,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.8,,1
2012,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.7,,1
2012,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.7,,1
2012,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.8,,1
2012,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.8,,1
2012,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.9,,1
2012,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.9,,1
2012,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.8,,1
2012,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.9,,1
2012,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.5,,1
2012,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.2,,1
2013,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.2,,1
2013,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.2,,1
2013,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.1,,1
2013,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.1,,1
2013,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.9,,1
2013,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.7,,1
2013,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95,,1
2013,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.6,,1
2013,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.6,,1
2013,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.4,,1
2013,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.3,,1
2013,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.1,,1
2014,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.1,,1
2014,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.1,,1
2014,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94,,1
2014,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.6,,1
2014,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.5,,1
2014,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.3,,1
2014,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.2,,1
2014,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.5,,1
2014,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.5,,1
2014,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.8,,1
2014,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.7,,1
2014,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.6,,1
2015,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.5,,1
2015,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.5,,1
2015,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",93.5,,1
2015,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.1,,1
2015,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.1,,1
2015,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.3,,1
2015,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.7,,1
2015,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",94.7,,1
2015,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.1,,1
2015,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.4,,1
2015,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.8,,1
2015,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96,,1
2016,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",96.4,,1
2016,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",97.2,,1
2016,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",97.6,,1
2016,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",97.8,,1
2016,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",98.9,,1
2016,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",99.3,,1
2016,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",99.8,,1
2016,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",99.8,,1
2016,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",100.1,,1
2016,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",100.3,,1
2016,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",100,,1
2016,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",100,,1
2017,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",99.9,,1
2017,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",99.8,,1
2017,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",100.5,,1
2017,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",101.7,,1
2017,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",103.9,,1
2017,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",105.5,,1
2017,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",107.6,,1
2017,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",107.6,,1
2017,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.4,,1
2017,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.7,,1
2017,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.7,,1
2017,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.9,,1
2018,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.9,,1
2018,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.9,,1
2018,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.9,,1
2018,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.9,,1
2018,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.9,,1
2018,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",109.1,,1
2018,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.9,,1
2018,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.7,,1
2018,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",109.1,,1
2018,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",109.1,,1
2018,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.8,,1
2018,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.7,,1
2019,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.6,,1
2019,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.3,,1
2019,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.4,,1
2019,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.2,,1
2019,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",107.9,,1
2019,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",107.8,,1
2019,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",107.3,,1
2019,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",107.3,,1
2019,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",106.7,,1
2019,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",106.4,,1
2019,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",105.8,,1
2019,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",106.2,,1
2020,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",106,,1
2020,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",106.4,,1
2020,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",106.9,,1
2020,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",106.9,,1
2020,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",106.9,,1
2020,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",107,,1
2020,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",107.8,,1
2020,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.9,,1
2020,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",111.1,,1
2020,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",112.5,,1
2020,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",112.8,,1
2020,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",112.8,,1
2021,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",113.1,,1
2021,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",117.6,,1
2021,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",118.2,,1
2021,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",120,,1
2021,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",120.9,,1
2021,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",120.5,,1
2021,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",120.9,,1
2021,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",121.5,,1
2021,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",122.6,,1
2021,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",123.8,,1
2021,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",124.7,,1
2021,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",124.8,,1
2022,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",127.1,,1
2022,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",128,,1
2022,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",128.3,,1
2022,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",128.6,,1
2022,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",128.6,,1
2022,6,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",128.7,,1
2022,7,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",129.4,,1
2022,8,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",129.4,,1
2022,9,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",129.4,,1
2022,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",128.4,,1
2022,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",128.2,,1
2022,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",128.2,,1
2023,1,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",127.7,,1
2023,2,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",127.6,,1
2023,3,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",127.6,,1
2023,4,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",127.6,,1
2023,5,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",127.8,,1
1981,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",28.5,,1
1981,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",28.8,,1
1981,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",29,,1
1981,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",29.3,,1
1981,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",29.7,,1
1981,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",30,,1
1981,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",30.2,,1
1981,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",30.3,,1
1981,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",30.7,,1
1981,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",31,,1
1981,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",31.2,,1
1981,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",31.5,,1
1982,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",32,,1
1982,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",32,,1
1982,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.1,,1
1982,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.1,,1
1982,5,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.1,,1
1982,6,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.1,,1
1982,7,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.3,,1
1982,8,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.3,,1
1982,9,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.4,,1
1982,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.8,,1
1982,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.5,,1
1982,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.4,,1
1983,1,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.7,,1
1983,2,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.3,,1
1983,3,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.4,,1
1983,4,Montréal, Quebec,Total (house and land),"Index, 201612=100",32.4,,1
