,Year,Month,City_Region,Province,NewHousePrice_Index_Type,UOM,VALUE,STATUS,DECIMALS
18522,1993,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.2,,1
18528,1993,11,Ontario,,Total (house and land),"Index, 201612=100",53.4,,1
18531,1993,11,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",55.1,,1
18537,1993,11,Toronto, Ontario,Total (house and land),"Index, 201612=100",50.2,,1
18540,1993,11,Hamilton, Ontario,Total (house and land),"Index, 201612=100",55.4,,1
18543,1993,11,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",53.8,,1
18546,1993,11,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",61.9,,1
18552,1993,11,London, Ontario,Total (house and land),"Index, 201612=100",62.3,,1
18555,1993,11,Windsor, Ontario,Total (house and land),"Index, 201612=100",86.3,,1
18558,1993,11,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",85.9,,1
18561,1993,11,Prairie Region,,Total (house and land),"Index, 201612=100",38.0,,1
18564,1993,11,Manitoba,,Total (house and land),"Index, 201612=100",40.3,,1
18567,1993,11,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",40.3,,1
18570,1993,11,Saskatchewan,,Total (house and land),"Index, 201612=100",36.1,,1
18573,1993,11,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",30.5,,1
18576,1993,11,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",41.1,,1
18579,1993,11,Alberta,,Total (house and land),"Index, 201612=100",38.0,,1
18582,1993,11,Calgary, Alberta,Total (house and land),"Index, 201612=100",33.3,,1
18585,1993,11,Edmonton, Alberta,Total (house and land),"Index, 201612=100",46.8,,1
18588,1993,11,British Columbia,,Total (house and land),"Index, 201612=100",97.8,,1
18594,1993,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.7,,1
18597,1993,11,Victoria, British Columbia,Total (house and land),"Index, 201612=100",119.3,,1
18600,1993,12,Canada,,Total (house and land),"Index, 201612=100",56.9,,1
18603,1993,12,Atlantic Region,,Total (house and land),"Index, 201612=100",61.0,,1
18606,1993,12,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",49.9,,1
18609,1993,12,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",49.9,,1
18618,1993,12,Nova Scotia,,Total (house and land),"Index, 201612=100",58.7,,1
18621,1993,12,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",58.7,,1
18624,1993,12,New Brunswick,,Total (house and land),"Index, 201612=100",83.1,,1
18627,1993,12,Saint John, Fredericton,Total (house and land),"Index, 201612=100",83.1,,1
18630,1993,12,Quebec,,Total (house and land),"Index, 201612=100",54.6,,1
18633,1993,12,Québec, Quebec,Total (house and land),"Index, 201612=100",56.4,,1
18642,1993,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",54.2,,1
18648,1993,12,Ontario,,Total (house and land),"Index, 201612=100",53.4,,1
18651,1993,12,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",55.2,,1
18657,1993,12,Toronto, Ontario,Total (house and land),"Index, 201612=100",50.2,,1
18660,1993,12,Hamilton, Ontario,Total (house and land),"Index, 201612=100",55.1,,1
18663,1993,12,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",53.7,,1
18666,1993,12,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",61.9,,1
18672,1993,12,London, Ontario,Total (house and land),"Index, 201612=100",62.5,,1
18675,1993,12,Windsor, Ontario,Total (house and land),"Index, 201612=100",86.3,,1
18678,1993,12,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",85.9,,1
18681,1993,12,Prairie Region,,Total (house and land),"Index, 201612=100",38.2,,1
18684,1993,12,Manitoba,,Total (house and land),"Index, 201612=100",40.4,,1
18687,1993,12,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",40.4,,1
18690,1993,12,Saskatchewan,,Total (house and land),"Index, 201612=100",36.3,,1
18693,1993,12,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",30.6,,1
18696,1993,12,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",41.6,,1
18699,1993,12,Alberta,,Total (house and land),"Index, 201612=100",38.3,,1
18702,1993,12,Calgary, Alberta,Total (house and land),"Index, 201612=100",33.5,,1
18705,1993,12,Edmonton, Alberta,Total (house and land),"Index, 201612=100",46.8,,1
18708,1993,12,British Columbia,,Total (house and land),"Index, 201612=100",97.2,,1
18714,1993,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",95.2,,1
18717,1993,12,Victoria, British Columbia,Total (house and land),"Index, 201612=100",118.7,,1
18720,1994,01,Canada,,Total (house and land),"Index, 201612=100",57.0,,1
18723,1994,01,Atlantic Region,,Total (house and land),"Index, 201612=100",60.9,,1
18726,1994,01,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",49.8,,1
18729,1994,01,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",49.8,,1
18738,1994,01,Nova Scotia,,Total (house and land),"Index, 201612=100",58.7,,1
18741,1994,01,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",58.7,,1
18744,1994,01,New Brunswick,,Total (house and land),"Index, 201612=100",82.9,,1
18747,1994,01,Saint John, Fredericton,Total (house and land),"Index, 201612=100",82.9,,1
18750,1994,01,Quebec,,Total (house and land),"Index, 201612=100",54.5,,1
18753,1994,01,Québec, Quebec,Total (house and land),"Index, 201612=100",56.4,,1
