,Year,Month,City_Region,Province,NewHousePrice_Index_Type,UOM,VALUE,STATUS,DECIMALS
28569,2000,11,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",49.5,,1
28572,2000,11,Prince Edward Island,,Total (house and land),"Index, 201612=100",85.5,,1
28575,2000,11,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",85.5,,1
28578,2000,11,Nova Scotia,,Total (house and land),"Index, 201612=100",65.8,,1
28581,2000,11,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",65.8,,1
28584,2000,11,New Brunswick,,Total (house and land),"Index, 201612=100",77.5,,1
28587,2000,11,Saint John, Fredericton,Total (house and land),"Index, 201612=100",77.5,,1
28590,2000,11,Quebec,,Total (house and land),"Index, 201612=100",59.0,,1
28593,2000,11,Québec, Quebec,Total (house and land),"Index, 201612=100",58.2,,1
28602,2000,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",59.1,,1
28608,2000,11,Ontario,,Total (house and land),"Index, 201612=100",58.8,,1
28611,2000,11,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",63.5,,1
28617,2000,11,Toronto, Ontario,Total (house and land),"Index, 201612=100",55.7,,1
28620,2000,11,Hamilton, Ontario,Total (house and land),"Index, 201612=100",60.4,,1
28623,2000,11,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",61.1,,1
28626,2000,11,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",66.1,,1
28632,2000,11,London, Ontario,Total (house and land),"Index, 201612=100",63.8,,1
28635,2000,11,Windsor, Ontario,Total (house and land),"Index, 201612=100",92.8,,1
28638,2000,11,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",81.3,,1
28641,2000,11,Prairie Region,,Total (house and land),"Index, 201612=100",46.1,,1
28644,2000,11,Manitoba,,Total (house and land),"Index, 201612=100",45.8,,1
28647,2000,11,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",45.8,,1
28650,2000,11,Saskatchewan,,Total (house and land),"Index, 201612=100",42.3,,1
28653,2000,11,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",37.6,,1
28656,2000,11,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",46.5,,1
28659,2000,11,Alberta,,Total (house and land),"Index, 201612=100",46.6,,1
28662,2000,11,Calgary, Alberta,Total (house and land),"Index, 201612=100",43.0,,1
28665,2000,11,Edmonton, Alberta,Total (house and land),"Index, 201612=100",50.5,,1
28668,2000,11,British Columbia,,Total (house and land),"Index, 201612=100",73.9,,1
28674,2000,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.9,,1
28677,2000,11,Victoria, British Columbia,Total (house and land),"Index, 201612=100",83.4,,1
28680,2000,12,Canada,,Total (house and land),"Index, 201612=100",58.6,,1
28683,2000,12,Atlantic Region,,Total (house and land),"Index, 201612=100",63.9,,1
28686,2000,12,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",49.5,,1
28689,2000,12,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",49.5,,1
28692,2000,12,Prince Edward Island,,Total (house and land),"Index, 201612=100",85.4,,1
28695,2000,12,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",85.4,,1
28698,2000,12,Nova Scotia,,Total (house and land),"Index, 201612=100",65.8,,1
28701,2000,12,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",65.8,,1
28704,2000,12,New Brunswick,,Total (house and land),"Index, 201612=100",77.8,,1
28707,2000,12,Saint John, Fredericton,Total (house and land),"Index, 201612=100",77.8,,1
28710,2000,12,Quebec,,Total (house and land),"Index, 201612=100",59.0,,1
28713,2000,12,Québec, Quebec,Total (house and land),"Index, 201612=100",58.2,,1
28722,2000,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",59.1,,1
28728,2000,12,Ontario,,Total (house and land),"Index, 201612=100",58.9,,1
28731,2000,12,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",64.4,,1
28737,2000,12,Toronto, Ontario,Total (house and land),"Index, 201612=100",55.8,,1
28740,2000,12,Hamilton, Ontario,Total (house and land),"Index, 201612=100",60.4,,1
28743,2000,12,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",60.9,,1
28746,2000,12,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",66.2,,1
28752,2000,12,London, Ontario,Total (house and land),"Index, 201612=100",63.8,,1
28755,2000,12,Windsor, Ontario,Total (house and land),"Index, 201612=100",92.8,,1
28758,2000,12,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",81.0,,1
28761,2000,12,Prairie Region,,Total (house and land),"Index, 201612=100",46.1,,1
28764,2000,12,Manitoba,,Total (house and land),"Index, 201612=100",45.8,,1
28767,2000,12,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",45.8,,1
28770,2000,12,Saskatchewan,,Total (house and land),"Index, 201612=100",42.4,,1
28773,2000,12,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",37.6,,1
28776,2000,12,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",46.7,,1
28779,2000,12,Alberta,,Total (house and land),"Index, 201612=100",46.6,,1
28782,2000,12,Calgary, Alberta,Total (house and land),"Index, 201612=100",43.0,,1
28785,2000,12,Edmonton, Alberta,Total (house and land),"Index, 201612=100",50.5,,1
28788,2000,12,British Columbia,,Total (house and land),"Index, 201612=100",73.6,,1
28794,2000,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.6,,1
28797,2000,12,Victoria, British Columbia,Total (house and land),"Index, 201612=100",83.4,,1
28800,2001,01,Canada,,Total (house and land),"Index, 201612=100",58.7,,1
28803,2001,01,Atlantic Region,,Total (house and land),"Index, 201612=100",64.2,,1
28806,2001,01,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",49.5,,1
28809,2001,01,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",49.5,,1
28812,2001,01,Prince Edward Island,,Total (house and land),"Index, 201612=100",85.7,,1
28815,2001,01,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",85.7,,1
28818,2001,01,Nova Scotia,,Total (house and land),"Index, 201612=100",66.3,,1
28821,2001,01,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",66.3,,1
28824,2001,01,New Brunswick,,Total (house and land),"Index, 201612=100",77.8,,1
28827,2001,01,Saint John, Fredericton,Total (house and land),"Index, 201612=100",77.8,,1
28830,2001,01,Quebec,,Total (house and land),"Index, 201612=100",59.3,,1
28833,2001,01,Québec, Quebec,Total (house and land),"Index, 201612=100",58.6,,1
28842,2001,01,Montréal, Quebec,Total (house and land),"Index, 201612=100",59.4,,1
28848,2001,01,Ontario,,Total (house and land),"Index, 201612=100",59.0,,1
28851,2001,01,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",65.1,,1
28857,2001,01,Toronto, Ontario,Total (house and land),"Index, 201612=100",55.8,,1
28860,2001,01,Hamilton, Ontario,Total (house and land),"Index, 201612=100",60.4,,1
28863,2001,01,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",61.1,,1
28866,2001,01,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",66.4,,1
28872,2001,01,London, Ontario,Total (house and land),"Index, 201612=100",63.8,,1
28875,2001,01,Windsor, Ontario,Total (house and land),"Index, 201612=100",92.8,,1
28878,2001,01,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",81.1,,1
28881,2001,01,Prairie Region,,Total (house and land),"Index, 201612=100",46.2,,1
28884,2001,01,Manitoba,,Total (house and land),"Index, 201612=100",45.8,,1
28887,2001,01,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",45.8,,1
28890,2001,01,Saskatchewan,,Total (house and land),"Index, 201612=100",42.5,,1
28893,2001,01,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",37.8,,1
28896,2001,01,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",46.7,,1
28899,2001,01,Alberta,,Total (house and land),"Index, 201612=100",46.7,,1
28902,2001,01,Calgary, Alberta,Total (house and land),"Index, 201612=100",43.1,,1
28905,2001,01,Edmonton, Alberta,Total (house and land),"Index, 201612=100",50.5,,1
28908,2001,01,British Columbia,,Total (house and land),"Index, 201612=100",73.7,,1
28914,2001,01,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.7,,1
28917,2001,01,Victoria, British Columbia,Total (house and land),"Index, 201612=100",83.3,,1
28920,2001,02,Canada,,Total (house and land),"Index, 201612=100",58.8,,1
28923,2001,02,Atlantic Region,,Total (house and land),"Index, 201612=100",64.1,,1
28926,2001,02,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",49.5,,1
28929,2001,02,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",49.5,,1
28932,2001,02,Prince Edward Island,,Total (house and land),"Index, 201612=100",85.7,,1
28935,2001,02,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",85.7,,1
28938,2001,02,Nova Scotia,,Total (house and land),"Index, 201612=100",66.3,,1
28941,2001,02,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",66.3,,1
28944,2001,02,New Brunswick,,Total (house and land),"Index, 201612=100",77.2,,1
28947,2001,02,Saint John, Fredericton,Total (house and land),"Index, 201612=100",77.2,,1
28950,2001,02,Quebec,,Total (house and land),"Index, 201612=100",59.8,,1
28953,2001,02,Québec, Quebec,Total (house and land),"Index, 201612=100",59.0,,1
28962,2001,02,Montréal, Quebec,Total (house and land),"Index, 201612=100",60.0,,1
28968,2001,02,Ontario,,Total (house and land),"Index, 201612=100",59.1,,1
28971,2001,02,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",65.5,,1
28977,2001,02,Toronto, Ontario,Total (house and land),"Index, 201612=100",55.9,,1
28980,2001,02,Hamilton, Ontario,Total (house and land),"Index, 201612=100",60.6,,1
28983,2001,02,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",61.5,,1
28986,2001,02,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",66.3,,1
28992,2001,02,London, Ontario,Total (house and land),"Index, 201612=100",64.0,,1
28995,2001,02,Windsor, Ontario,Total (house and land),"Index, 201612=100",92.7,,1
28998,2001,02,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",80.9,,1
29001,2001,02,Prairie Region,,Total (house and land),"Index, 201612=100",46.2,,1
29004,2001,02,Manitoba,,Total (house and land),"Index, 201612=100",45.8,,1
29007,2001,02,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",45.8,,1
29010,2001,02,Saskatchewan,,Total (house and land),"Index, 201612=100",42.5,,1
29013,2001,02,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",37.8,,1
29016,2001,02,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",46.7,,1
29019,2001,02,Alberta,,Total (house and land),"Index, 201612=100",46.7,,1
29022,2001,02,Calgary, Alberta,Total (house and land),"Index, 201612=100",43.2,,1
29025,2001,02,Edmonton, Alberta,Total (house and land),"Index, 201612=100",50.6,,1
29028,2001,02,British Columbia,,Total (house and land),"Index, 201612=100",73.8,,1
29034,2001,02,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.8,,1
29037,2001,02,Victoria, British Columbia,Total (house and land),"Index, 201612=100",83.7,,1
29040,2001,03,Canada,,Total (house and land),"Index, 201612=100",59.0,,1
29043,2001,03,Atlantic Region,,Total (house and land),"Index, 201612=100",64.1,,1
29046,2001,03,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",49.5,,1
29049,2001,03,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",49.5,,1
29052,2001,03,Prince Edward Island,,Total (house and land),"Index, 201612=100",85.8,,1
29055,2001,03,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",85.8,,1
29058,2001,03,Nova Scotia,,Total (house and land),"Index, 201612=100",66.3,,1
29061,2001,03,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",66.3,,1
29064,2001,03,New Brunswick,,Total (house and land),"Index, 201612=100",77.4,,1
29067,2001,03,Saint John, Fredericton,Total (house and land),"Index, 201612=100",77.4,,1
29070,2001,03,Quebec,,Total (house and land),"Index, 201612=100",60.0,,1
29073,2001,03,Québec, Quebec,Total (house and land),"Index, 201612=100",59.0,,1
29082,2001,03,Montréal, Quebec,Total (house and land),"Index, 201612=100",60.1,,1
29088,2001,03,Ontario,,Total (house and land),"Index, 201612=100",59.4,,1
29091,2001,03,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",65.7,,1
29097,2001,03,Toronto, Ontario,Total (house and land),"Index, 201612=100",56.2,,1
29100,2001,03,Hamilton, Ontario,Total (house and land),"Index, 201612=100",60.6,,1
29103,2001,03,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",61.7,,1
29106,2001,03,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",66.4,,1
29112,2001,03,London, Ontario,Total (house and land),"Index, 201612=100",64.2,,1
29115,2001,03,Windsor, Ontario,Total (house and land),"Index, 201612=100",92.6,,1
29118,2001,03,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",81.0,,1
29121,2001,03,Prairie Region,,Total (house and land),"Index, 201612=100",46.4,,1
29124,2001,03,Manitoba,,Total (house and land),"Index, 201612=100",46.2,,1
29127,2001,03,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",46.2,,1
29130,2001,03,Saskatchewan,,Total (house and land),"Index, 201612=100",42.9,,1
29133,2001,03,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",37.8,,1
29136,2001,03,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",47.4,,1
29139,2001,03,Alberta,,Total (house and land),"Index, 201612=100",46.8,,1
29142,2001,03,Calgary, Alberta,Total (house and land),"Index, 201612=100",43.3,,1
29145,2001,03,Edmonton, Alberta,Total (house and land),"Index, 201612=100",50.6,,1
29148,2001,03,British Columbia,,Total (house and land),"Index, 201612=100",74.0,,1
29154,2001,03,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.9,,1
29157,2001,03,Victoria, British Columbia,Total (house and land),"Index, 201612=100",83.7,,1
29160,2001,04,Canada,,Total (house and land),"Index, 201612=100",59.2,,1
29163,2001,04,Atlantic Region,,Total (house and land),"Index, 201612=100",64.1,,1
29166,2001,04,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",49.5,,1
29169,2001,04,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",49.5,,1
29172,2001,04,Prince Edward Island,,Total (house and land),"Index, 201612=100",85.8,,1
29175,2001,04,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",85.8,,1
29178,2001,04,Nova Scotia,,Total (house and land),"Index, 201612=100",66.3,,1
29181,2001,04,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",66.3,,1
29184,2001,04,New Brunswick,,Total (house and land),"Index, 201612=100",77.4,,1
29187,2001,04,Saint John, Fredericton,Total (house and land),"Index, 201612=100",77.4,,1
29190,2001,04,Quebec,,Total (house and land),"Index, 201612=100",60.2,,1
29193,2001,04,Québec, Quebec,Total (house and land),"Index, 201612=100",59.0,,1
29202,2001,04,Montréal, Quebec,Total (house and land),"Index, 201612=100",60.4,,1
29208,2001,04,Ontario,,Total (house and land),"Index, 201612=100",59.5,,1
29211,2001,04,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",66.0,,1
29217,2001,04,Toronto, Ontario,Total (house and land),"Index, 201612=100",56.3,,1
29220,2001,04,Hamilton, Ontario,Total (house and land),"Index, 201612=100",60.9,,1
29223,2001,04,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",61.7,,1
29226,2001,04,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",66.7,,1
29232,2001,04,London, Ontario,Total (house and land),"Index, 201612=100",64.8,,1
29235,2001,04,Windsor, Ontario,Total (house and land),"Index, 201612=100",92.7,,1
29238,2001,04,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",80.9,,1
29241,2001,04,Prairie Region,,Total (house and land),"Index, 201612=100",46.5,,1
29244,2001,04,Manitoba,,Total (house and land),"Index, 201612=100",46.2,,1
29247,2001,04,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",46.2,,1
29250,2001,04,Saskatchewan,,Total (house and land),"Index, 201612=100",43.2,,1
29253,2001,04,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",38.5,,1
29256,2001,04,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",47.4,,1
29259,2001,04,Alberta,,Total (house and land),"Index, 201612=100",46.9,,1
29262,2001,04,Calgary, Alberta,Total (house and land),"Index, 201612=100",43.3,,1
29265,2001,04,Edmonton, Alberta,Total (house and land),"Index, 201612=100",50.8,,1
29268,2001,04,British Columbia,,Total (house and land),"Index, 201612=100",74.0,,1
29274,2001,04,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",72.9,,1
29277,2001,04,Victoria, British Columbia,Total (house and land),"Index, 201612=100",83.7,,1
29280,2001,05,Canada,,Total (house and land),"Index, 201612=100",59.3,,1
29283,2001,05,Atlantic Region,,Total (house and land),"Index, 201612=100",64.4,,1
29286,2001,05,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",49.6,,1
29289,2001,05,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",49.6,,1
29292,2001,05,Prince Edward Island,,Total (house and land),"Index, 201612=100",85.8,,1
29295,2001,05,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",85.8,,1
29298,2001,05,Nova Scotia,,Total (house and land),"Index, 201612=100",66.4,,1
29301,2001,05,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",66.4,,1
29304,2001,05,New Brunswick,,Total (house and land),"Index, 201612=100",78.3,,1
29307,2001,05,Saint John, Fredericton,Total (house and land),"Index, 201612=100",78.3,,1
29310,2001,05,Quebec,,Total (house and land),"Index, 201612=100",60.5,,1
29313,2001,05,Québec, Quebec,Total (house and land),"Index, 201612=100",59.0,,1
29322,2001,05,Montréal, Quebec,Total (house and land),"Index, 201612=100",60.7,,1
29328,2001,05,Ontario,,Total (house and land),"Index, 201612=100",59.6,,1
29331,2001,05,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",66.5,,1
29337,2001,05,Toronto, Ontario,Total (house and land),"Index, 201612=100",56.3,,1
29340,2001,05,Hamilton, Ontario,Total (house and land),"Index, 201612=100",61.1,,1
29343,2001,05,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",62.0,,1
29346,2001,05,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",66.7,,1
29352,2001,05,London, Ontario,Total (house and land),"Index, 201612=100",64.8,,1
29355,2001,05,Windsor, Ontario,Total (house and land),"Index, 201612=100",92.7,,1
29358,2001,05,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",80.9,,1
29361,2001,05,Prairie Region,,Total (house and land),"Index, 201612=100",46.5,,1
29364,2001,05,Manitoba,,Total (house and land),"Index, 201612=100",46.2,,1
29367,2001,05,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",46.2,,1
29370,2001,05,Saskatchewan,,Total (house and land),"Index, 201612=100",43.2,,1
29373,2001,05,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",38.5,,1
29376,2001,05,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",47.4,,1
29379,2001,05,Alberta,,Total (house and land),"Index, 201612=100",46.9,,1
29382,2001,05,Calgary, Alberta,Total (house and land),"Index, 201612=100",43.3,,1
29385,2001,05,Edmonton, Alberta,Total (house and land),"Index, 201612=100",50.9,,1
29388,2001,05,British Columbia,,Total (house and land),"Index, 201612=100",74.2,,1
29394,2001,05,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.1,,1
29397,2001,05,Victoria, British Columbia,Total (house and land),"Index, 201612=100",83.8,,1
29400,2001,06,Canada,,Total (house and land),"Index, 201612=100",59.5,,1
29403,2001,06,Atlantic Region,,Total (house and land),"Index, 201612=100",64.2,,1
29406,2001,06,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",49.4,,1
29409,2001,06,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",49.4,,1
29412,2001,06,Prince Edward Island,,Total (house and land),"Index, 201612=100",85.8,,1
29415,2001,06,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",85.8,,1
29418,2001,06,Nova Scotia,,Total (house and land),"Index, 201612=100",66.4,,1
29421,2001,06,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",66.4,,1
29424,2001,06,New Brunswick,,Total (house and land),"Index, 201612=100",78.1,,1
29427,2001,06,Saint John, Fredericton,Total (house and land),"Index, 201612=100",78.1,,1
29430,2001,06,Quebec,,Total (house and land),"Index, 201612=100",60.8,,1
29433,2001,06,Québec, Quebec,Total (house and land),"Index, 201612=100",59.8,,1
29442,2001,06,Montréal, Quebec,Total (house and land),"Index, 201612=100",61.0,,1
29448,2001,06,Ontario,,Total (house and land),"Index, 201612=100",59.8,,1
29451,2001,06,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",66.5,,1
29457,2001,06,Toronto, Ontario,Total (house and land),"Index, 201612=100",56.5,,1
29460,2001,06,Hamilton, Ontario,Total (house and land),"Index, 201612=100",61.3,,1
29463,2001,06,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",62.2,,1
29466,2001,06,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",67.3,,1
29472,2001,06,London, Ontario,Total (house and land),"Index, 201612=100",64.9,,1
29475,2001,06,Windsor, Ontario,Total (house and land),"Index, 201612=100",92.8,,1
29478,2001,06,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",81.0,,1
29481,2001,06,Prairie Region,,Total (house and land),"Index, 201612=100",46.8,,1
29484,2001,06,Manitoba,,Total (house and land),"Index, 201612=100",46.2,,1
29487,2001,06,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",46.2,,1
29490,2001,06,Saskatchewan,,Total (house and land),"Index, 201612=100",43.3,,1
29493,2001,06,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",38.5,,1
29496,2001,06,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",47.6,,1
29499,2001,06,Alberta,,Total (house and land),"Index, 201612=100",47.3,,1
29502,2001,06,Calgary, Alberta,Total (house and land),"Index, 201612=100",43.7,,1
29505,2001,06,Edmonton, Alberta,Total (house and land),"Index, 201612=100",51.1,,1
29508,2001,06,British Columbia,,Total (house and land),"Index, 201612=100",74.3,,1
29514,2001,06,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.2,,1
29517,2001,06,Victoria, British Columbia,Total (house and land),"Index, 201612=100",83.8,,1
29520,2001,07,Canada,,Total (house and land),"Index, 201612=100",59.6,,1
29523,2001,07,Atlantic Region,,Total (house and land),"Index, 201612=100",64.7,,1
29526,2001,07,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",50.6,,1
29529,2001,07,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",50.6,,1
29532,2001,07,Prince Edward Island,,Total (house and land),"Index, 201612=100",85.8,,1
29535,2001,07,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",85.8,,1
29538,2001,07,Nova Scotia,,Total (house and land),"Index, 201612=100",66.4,,1
29541,2001,07,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",66.4,,1
29544,2001,07,New Brunswick,,Total (house and land),"Index, 201612=100",78.4,,1
29547,2001,07,Saint John, Fredericton,Total (house and land),"Index, 201612=100",78.4,,1
29550,2001,07,Quebec,,Total (house and land),"Index, 201612=100",60.8,,1
29553,2001,07,Québec, Quebec,Total (house and land),"Index, 201612=100",59.8,,1
29562,2001,07,Montréal, Quebec,Total (house and land),"Index, 201612=100",61.0,,1
29568,2001,07,Ontario,,Total (house and land),"Index, 201612=100",59.9,,1
29571,2001,07,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",66.8,,1
29577,2001,07,Toronto, Ontario,Total (house and land),"Index, 201612=100",56.6,,1
29580,2001,07,Hamilton, Ontario,Total (house and land),"Index, 201612=100",61.6,,1
29583,2001,07,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",62.2,,1
29586,2001,07,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",67.5,,1
29592,2001,07,London, Ontario,Total (house and land),"Index, 201612=100",64.9,,1
29595,2001,07,Windsor, Ontario,Total (house and land),"Index, 201612=100",92.7,,1
29598,2001,07,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",81.0,,1
29601,2001,07,Prairie Region,,Total (house and land),"Index, 201612=100",46.9,,1
29604,2001,07,Manitoba,,Total (house and land),"Index, 201612=100",46.2,,1
29607,2001,07,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",46.2,,1
29610,2001,07,Saskatchewan,,Total (house and land),"Index, 201612=100",43.3,,1
29613,2001,07,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",38.5,,1
29616,2001,07,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",47.6,,1
29619,2001,07,Alberta,,Total (house and land),"Index, 201612=100",47.5,,1
29622,2001,07,Calgary, Alberta,Total (house and land),"Index, 201612=100",43.9,,1
29625,2001,07,Edmonton, Alberta,Total (house and land),"Index, 201612=100",51.4,,1
29628,2001,07,British Columbia,,Total (house and land),"Index, 201612=100",74.6,,1
29634,2001,07,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.6,,1
29637,2001,07,Victoria, British Columbia,Total (house and land),"Index, 201612=100",84.0,,1
29640,2001,08,Canada,,Total (house and land),"Index, 201612=100",59.7,,1
29643,2001,08,Atlantic Region,,Total (house and land),"Index, 201612=100",64.8,,1
29646,2001,08,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",50.6,,1
29649,2001,08,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",50.6,,1
29652,2001,08,Prince Edward Island,,Total (house and land),"Index, 201612=100",85.6,,1
29655,2001,08,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",85.6,,1
29658,2001,08,Nova Scotia,,Total (house and land),"Index, 201612=100",66.9,,1
29661,2001,08,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",66.9,,1
29664,2001,08,New Brunswick,,Total (house and land),"Index, 201612=100",78.4,,1
29667,2001,08,Saint John, Fredericton,Total (house and land),"Index, 201612=100",78.4,,1
29670,2001,08,Quebec,,Total (house and land),"Index, 201612=100",61.0,,1
29673,2001,08,Québec, Quebec,Total (house and land),"Index, 201612=100",59.7,,1
29682,2001,08,Montréal, Quebec,Total (house and land),"Index, 201612=100",61.2,,1
29688,2001,08,Ontario,,Total (house and land),"Index, 201612=100",60.0,,1
29691,2001,08,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",66.9,,1
29697,2001,08,Toronto, Ontario,Total (house and land),"Index, 201612=100",56.7,,1
29700,2001,08,Hamilton, Ontario,Total (house and land),"Index, 201612=100",61.6,,1
29703,2001,08,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",62.5,,1
29706,2001,08,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",67.7,,1
29712,2001,08,London, Ontario,Total (house and land),"Index, 201612=100",64.9,,1
29715,2001,08,Windsor, Ontario,Total (house and land),"Index, 201612=100",92.7,,1
